,course_title,is_paid,price,num_reviews,level,subject,year,convertedtime,Bag_Of_Words,Words_Vector
511,Professional Bookkeeping & Accounting 4:Trial Balance & More,1.0,35,8,0,Business Finance,2016,1.0,professional bookkeeping accounting 4 trial balance business finance,0.3086066999241838
512,"Internal Controls - Design, Implementation and Monitoring",1.0,195,6,1,Business Finance,2017,390.0,internal controls design implementation monitoring business finance,0.3086066999241838
513,Forex online live trading system (Special Offer),1.0,200,8,0,Business Finance,2016,330.0,forex online live trading system special offer business finance,0.2721655269759087
514,Winning Options Trading System,1.0,105,11,0,Business Finance,2013,450.0,winning options trading system business finance,0.3333333333333334
515,Learn The ABC's Of Investing And Understanding True Financial Value,1.0,20,0,0,Business Finance,2015,90.0,learn abc investing understanding true financial value business finance,0.2721655269759087
516,How to invest in Russian equity market,1.0,30,0,2,Business Finance,2015,90.0,invest russian equity market business finance,0.3333333333333334
517,Handle difficult questions the bank manager will ask you,1.0,20,0,0,Business Finance,2015,1.0,handle difficult questions bank manager ask business finance,0.2886751345948129
518,Credit Control Procedures,1.0,20,0,0,Business Finance,2014,34.0,credit control procedures business finance,0.36514837167011077
519,FMT: Forex Market Trader Certificate,1.0,20,0,0,Business Finance,2016,120.0,fmt forex market trader certificate business finance,0.3086066999241838
520,Six Stage Negotiation,1.0,30,0,0,Business Finance,2016,150.0,six stage negotiation business finance,0.36514837167011077
521,Financial Reporting - Fundamentals/Basics,1.0,20,0,1,Business Finance,2014,150.0,financial reporting fundamentals basics business finance,0.3333333333333334
522,Decide whether to Invest in a Business ,1.0,20,0,1,Business Finance,2016,1.0,decide whether invest business business finance,0.4330127018922194
523,UK Tax Returns with HMRC,1.0,40,0,1,Business Finance,2016,1.0,uk tax returns hmrc business finance,0.3333333333333334
524,Financial Market Environment & Investment Strategies,1.0,105,0,0,Business Finance,2017,90.0,financial market environment investment strategies business finance,0.4629100498862757
525,How to Obtain a Business Loan,1.0,20,1,0,Business Finance,2015,34.0,obtain business loan business finance,0.4629100498862757
526,Evolution and Features of ETFs,1.0,100,0,0,Business Finance,2017,43.0,evolution features etfs business finance,0.36514837167011077
527,Cost Accounting Operating Costing(Professional Course Level),1.0,20,2,0,Business Finance,2015,1.0,cost accounting operating costing professional course level business finance,0.408248290463863
528,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),1.0,200,12,0,Business Finance,2017,120.0,trade rsi breakout strategy great risk reward ratio forex business finance,0.2461829819586655
529,"Day trading strategy for all level, with 72% success rate",1.0,95,9,0,Business Finance,2017,32.0,day trading strategy level 72 success rate business finance,0.2721655269759087
530,"Accounting, Finance and Banking - A Comprehensive Study",1.0,180,36,0,Business Finance,2015,1980.0,accounting finance banking comprehensive study business finance,0.5443310539518174
531,Advanced Technical Analysis PART1!,1.0,100,1,2,Business Finance,2017,180.0,advanced technical analysis part1 business finance,0.3333333333333334
532,Advanced Financial Management for CA / CS / CFA /CPA Exams,1.0,150,15,0,Business Finance,2015,1470.0,advanced financial management ca cs cfa cpa exams business finance,0.25819888974716115
533,Learn the Foundations of Stocks and Options,1.0,50,18,1,Business Finance,2016,450.0,learn foundations stocks options business finance,0.3333333333333334
534,Forex Trading Masterclass - Learn To Trade Better,1.0,200,7,0,Business Finance,2016,180.0,forex trading masterclass learn trade better business finance,0.2886751345948129
535,Introduction to Accounting - Analyzing Financial Statements,1.0,60,15,2,Business Finance,2016,1.0,introduction accounting analyzing financial statements business finance,0.3086066999241838
536,Credit Risk Analysis,1.0,20,24,2,Business Finance,2016,210.0,credit risk analysis business finance,0.36514837167011077
537,Fund Flow Analysis for CA / CFA / CPA Exams,1.0,25,2,2,Business Finance,2014,90.0,fund flow analysis ca cfa cpa exams business finance,0.2721655269759087
538,Python for Trading & Investing,1.0,95,25,0,Business Finance,2015,300.0,python trading investing business finance,0.36514837167011077
539,Stocks For Beginners - A Guide To Investing,1.0,20,15,1,Business Finance,2015,1.0,stocks beginners guide investing business finance,0.3333333333333334
540,Intro to Impact Investing,1.0,200,4,1,Business Finance,2016,32.0,intro impact investing business finance,0.36514837167011077
541,Stock Market - Swing Trading Strategies for Wall Street,1.0,50,9,0,Business Finance,2015,1.0,stock market swing trading strategies wall street business finance,0.2721655269759087
542,Essential Options: Strategies for Mastering the Stock Market,1.0,50,9,2,Business Finance,2013,300.0,essential options strategies mastering stock market business finance,0.2886751345948129
543,The Day Trader: Learn to Trade The Stock Market and Forex,1.0,20,23,0,Business Finance,2014,630.0,day trader learn trade stock market forex business finance,0.2721655269759087
544,Introduction To The World Of Equity Finance,1.0,20,9,0,Business Finance,2015,120.0,introduction world equity finance business finance,0.4330127018922194
545,Stock Technical Analysis with Excel,1.0,50,16,0,Business Finance,2016,420.0,stock technical analysis excel business finance,0.3333333333333334
546,Beginners Forex strategy,0.0,0,47,1,Business Finance,2016,1.0,beginners forex strategy business finance,0.36514837167011077
547,Mortgage Backed Securities,1.0,50,29,0,Business Finance,2014,210.0,mortgage backed securities business finance,0.36514837167011077
548,The Complete Financial Model Builder Course-Build 7 Models,1.0,75,20,0,Business Finance,2015,540.0,complete financial model builder course build 7 models business finance,0.408248290463863
549,Fundamental Financial Math,1.0,50,13,0,Business Finance,2014,150.0,fundamental financial math business finance,0.36514837167011077
550,Equity Swaps,1.0,50,25,0,Business Finance,2014,180.0,equity swaps business finance,0.4082482904638631
551,Proven Methods In Trading Candlestick Patterns,1.0,75,10,0,Business Finance,2016,90.0,proven methods trading candlestick patterns business finance,0.3086066999241838
552,Read financial statements as a stock investor,1.0,20,8,1,Business Finance,2015,120.0,read financial statements stock investor business finance,0.3086066999241838
553,Investing: How to Fix Hidden Flaws Inside Your Portfolio,1.0,195,8,0,Business Finance,2015,1.0,investing fix hidden flaws inside portfolio business finance,0.2886751345948129
554,Certificate Program in Financial Accounting,1.0,50,3,0,Business Finance,2014,270.0,certificate program financial accounting business finance,0.3333333333333334
555,Trading Biotech Stocks - Understanding the Healthcare Sector,1.0,55,17,0,Business Finance,2015,90.0,trading biotech stocks understanding healthcare sector business finance,0.2886751345948129
556,Indian Contract Act 1872: Must for all Finance Professionals,1.0,20,3,0,Business Finance,2016,1.0,indian contract act 1872 must finance professionals business finance,0.36927447293799825
557,Fundraising Success: The Art & Science of Major Gifts,1.0,50,9,2,Business Finance,2016,150.0,fundraising success art science major gifts business finance,0.2886751345948129
558,Smart Trading Techniques for Safe & Consistent Weekly Result,1.0,100,11,2,Business Finance,2016,150.0,smart trading techniques safe consistent weekly result business finance,0.2721655269759087
559,Technical Trading and Investing Made Easy,1.0,40,7,2,Business Finance,2014,90.0,technical trading investing made easy business finance,0.3086066999241838
560,Budgeting for Business,1.0,40,22,0,Business Finance,2016,150.0,budgeting business business finance,0.5000000000000001
561,Complete Guide to Business Loans,1.0,30,4,1,Business Finance,2015,90.0,complete guide business loans business finance,0.4330127018922194
562,Hot Trading Investing Strategy: ETF and Futures,1.0,50,10,0,Business Finance,2014,150.0,hot trading investing strategy etf futures business finance,0.2886751345948129
563,Financial Management - A Complete Study,1.0,190,128,0,Business Finance,2014,4290.0,financial management complete study business finance,0.3333333333333334
564,MQL4 Programming for Traders: Build Robust Trading Robots!,1.0,195,33,0,Business Finance,2016,420.0,mql4 programming traders build robust trading robots business finance,0.2721655269759087
565,Ultimate Stock Market Investing: Learn How to Value Stocks,1.0,50,40,0,Business Finance,2015,210.0,ultimate stock market investing learn value stocks business finance,0.408248290463863
566,Collection of Advanced Options concepts for Options traders,1.0,40,34,3,Business Finance,2015,1.0,collection advanced options concepts traders business finance,0.3086066999241838
567,No Bull Investing: Investing 101 For Financial Freedom,1.0,100,12,1,Business Finance,2017,390.0,bull investing 101 financial freedom business finance,0.3086066999241838
568,Financial Modeling - Build Your Own 3 Statement Projection,1.0,20,48,1,Business Finance,2016,1.0,financial modeling build 3 statement projection business finance,0.3086066999241838
569,Small Business Owners: Drive a Productive Business and Grow,1.0,20,2,1,Business Finance,2015,180.0,small business owners drive productive grow business finance,0.3872983346207417
570,Successful Day Trading with Fibonacci,1.0,200,135,0,Business Finance,2015,120.0,successful day trading fibonacci business finance,0.3333333333333334
571,Short Straddles - Exploit Earnings Option Volatility Crush,1.0,60,8,3,Business Finance,2017,35.0,short straddles exploit earnings option volatility crush business finance,0.2721655269759087
572,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,0.0,0,444,0,Business Finance,2016,1.0,bitcoin beginners quick start guide business finance,0.3086066999241838
573,Technical Analysis 101: Ten Primary Candlestick Reversals,1.0,95,85,0,Business Finance,2014,420.0,technical analysis 101 ten primary candlestick reversals business finance,0.2721655269759087
574,Financial Analysis:  A Recipe for Success,0.0,0,635,0,Business Finance,2014,90.0,financial analysis recipe success business finance,0.3333333333333334
575,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",1.0,20,0,1,Business Finance,2017,210.0,basics fixed income valuation cfa level 2017 prep business finance,0.25819888974716115
576,Intro to Financial Statement Audits,1.0,50,0,2,Business Finance,2017,90.0,intro financial statement audits business finance,0.3333333333333334
577,"How to Get Growing, Passive Income from the Fortune 500!",1.0,25,0,0,Business Finance,2017,1.0,get growing passive income fortune 500 business finance,0.2886751345948129
578,Managing Budgets in the Public and Non Profit Sector,1.0,95,0,0,Business Finance,2017,120.0,managing budgets public non profit sector business finance,0.2886751345948129
579,System of Asset Management for Professionals (SAMP),1.0,50,1,3,Business Finance,2015,1.0,system asset management professionals samp business finance,0.3086066999241838
580,How to invest in Forex Trading & add an additional income,1.0,50,2,0,Business Finance,2015,120.0,invest forex trading add additional income business finance,0.2886751345948129
581,Tax made simple for Limited Company Owners and Contractors,1.0,50,0,0,Business Finance,2015,180.0,tax made simple limited company owners contractors business finance,0.2721655269759087
582,Introduction to the 8 Pillars for Accountants,1.0,20,0,1,Business Finance,2014,37.0,introduction 8 pillars accountants business finance,0.36514837167011077
